DistrictId|PartnerId|TotalAmount|TranCount|NetMargin|MaxDateTran|MaxDateIndex|F2LOG|F1|F2|F3|Segment|CentroidID|F1LOG
1048608|5671154|359.99|1|21.6917|20160905|249|5.886076253286569|0.6813186813186813|0.0|0.6028437808239246|AVERAGE CUSTOMERS|300|0.0
1048608|6795391|23.05|3|4.931|20160927|271|3.1376657694426577|0.7417582417582418|0.2111089310081622|0.36109526984494467|AVERAGE CUSTOMERS|300|1.0986122886681098
1048608|7295902|83.97|1|19.115|20160802|215|4.430459592195472|0.5879120879120879|0.0|0.4748086265252802|AVERAGE CUSTOMERS|300|0.0
1048608|7947605|98.2|2|16.7676|20160505|126|4.58700621536042|0.34340659340659346|0.13319490581771357|0.48857837208235|LOWER RANGE CUSTOMERS|400|0.6931471805599453
1048608|6040625|12.99|1|1.5074|20160817|230|2.5641798306825083|0.6291208791208792|0.0|0.3106517962162353|AVERAGE CUSTOMERS|300|0.0
1048608|8177818|37.52|2|8.5879|20160712|194|3.624874124138024|0.5302197802197802|0.13319490581771357|0.40394981976624844|AVERAGE CUSTOMERS|300|0.6931471805599453
1048608|8128352|8.99|1|0.9477|20161209|344|2.196112848483529|0.9423076923076924|0.0|0.27827684880201803|AVERAGE CUSTOMERS|300|0.0
1048608|5669660|487.06|5|181.1022|20160925|269|6.188387318779109|0.7362637362637363|0.3092689939140253|0.6294348778834429|GOOD CUSTOMERS|200|1.6094379124341003
1048608|2455143|14.89|1|3.5236|20160708|190|2.7006898466959175|0.5192307692307693|0.0|0.32265913402074087|AVERAGE CUSTOMERS|300|0.0
1048608|4101912|33.95|2|2.5299|20160909|253|3.5248888540047054|0.6923076923076924|0.13319490581771357|0.39515517634720754|AVERAGE CUSTOMERS|300|0.6931471805599453
1048608|3104067|66.4|1|12.7273|20160906|250|4.1956970564823886|0.6840659340659341|0.0|0.45415905697375075|AVERAGE CUSTOMERS|300|0.0
1048608|112455|1702.45|34|320.3487|20161222|357|7.4398236690167785|0.9780219780219781|0.6776241339914565|0.7395104564890829|MOST VALUED CUSTOMERS|100|3.5263605246161616
1048608|8419237|105.97|3|20.2302|20160717|199|4.663156035186745|0.543956043956044|0.2111089310081622|0.49527646382030055|AVERAGE CUSTOMERS|300|1.0986122886681098
1048608|7646295|19.99|1|4.0697|20160715|197|2.995232148512309|0.5384615384615385|0.0|0.34856689536243346|AVERAGE CUSTOMERS|300|0.0
1048608|4650830|13.07|1|1.849|20160627|179|2.570319527636131|0.48901098901098905|0.0|0.31119184021807755|AVERAGE CUSTOMERS|300|0.0
1048608|8315791|380.67|8|72.7133|20161002|276|5.941932858076933|0.7554945054945056|0.39958471745314067|0.6077568937362019|GOOD CUSTOMERS|200|2.0794415416798357
1048608|5494163|395.7|9|85.4727|20160411|102|5.980656348391379|0.2774725274725275|0.4222178620163244|0.6111629883419589|LOWER RANGE CUSTOMERS|400|2.1972245773362196
1048608|7120405|23.99|1|4.7117|20160801|214|3.177637076851603|0.5851648351648352|0.0|0.36461112168177834|AVERAGE CUSTOMERS|300|0.0
1048608|7028443|469.56|10|100.0076|20161223|358|6.151796086010322|0.9807692307692308|0.44246389973173894|0.6262163353517727|MOST VALUED CUSTOMERS|100|2.302585092994046
1048608|7850468|23.99|1|4.9617|20160718|200|3.177637076851603|0.5467032967032968|0.0|0.36461112168177834|AVERAGE CUSTOMERS|300|0.0
1048608|8436572|25.99|1|6.4487|20160910|254|3.2577118486533987|0.6950549450549451|0.0|0.37165444980319917|AVERAGE CUSTOMERS|300|0.0
1048608|6791936|8.15|1|2.2211|20160830|243|2.0980179272527715|0.6648351648351649|0.0|0.2696484793202624|AVERAGE CUSTOMERS|300|0.0
1048608|6847313|18.86|1|4.6538|20160828|241|2.937043277205311|0.6593406593406594|0.0|0.3434486377088896|AVERAGE CUSTOMERS|300|0.0
1048608|5187663|1223.7|22|238.5521|20161229|364|7.109634334991623|0.9972527472527473|0.5939735744449288|0.7104672039214814|MOST VALUED CUSTOMERS|100|3.091042453358316
1048608|691326|22.99|1|1.2072|20160603|155|3.1350593387750902|0.42307692307692313|0.0|0.3608660097920674|AVERAGE CUSTOMERS|300|0.0
1048608|6541872|407.94|8|106.8221|20161027|301|6.011120104766423|0.8241758241758242|0.39958471745314067|0.6138425617847851|GOOD CUSTOMERS|200|2.0794415416798357
1048608|8868164|9.36|1|1.4482|20160818|231|2.2364452904895007|0.631868131868132|0.0|0.2818244658178915|AVERAGE CUSTOMERS|300|0.0
1048608|8377139|155.15|2|44.4374|20160322|82|5.044392390894389|0.22252747252747254|0.13319490581771357|0.5288097813014931|LOWER RANGE CUSTOMERS|400|0.6931471805599453
1048608|3465148|967.17|24|195.0157|20161211|346|6.874374281449807|0.9478021978021979|0.6106936484613029|0.6897738730049783|MOST VALUED CUSTOMERS|100|3.1780538303479458
1048608|4101852|818.89|17|162.6456|20161227|362|6.707949764698346|0.9917582417582419|0.5444292281737428|0.6751352739487002|MOST VALUED CUSTOMERS|100|2.833213344056216
1048608|4920542|17.41|1|3.3083|20160604|156|2.8570447537800976|0.42582417582417587|0.0|0.3364120163481989|AVERAGE CUSTOMERS|300|0.0
1048608|3198688|117.01|1|30.5578|20160520|141|4.7622594012308666|0.38461538461538464|0.0|0.5039935354931839|LOWER RANGE CUSTOMERS|400|0.0
1048608|3563021|518.89|18|159.7643|20161221|356|6.251691914652054|0.9752747252747254|0.5554127678340378|0.635003111551729|MOST VALUED CUSTOMERS|100|2.8903717578961645
1048608|7177577|234.29|5|55.9437|20161108|313|5.456559664278548|0.8571428571428572|0.3092689939140253|0.5650637634488503|GOOD CUSTOMERS|200|1.6094379124341003
1048608|4304230|15.99|1|3.662|20160914|258|2.771963526845863|0.7060439560439561|0.0|0.32892832348480633|AVERAGE CUSTOMERS|300|0.0
1048608|3526954|159.65|3|29.8951|20161031|305|5.072983919160791|0.8351648351648352|0.2111089310081622|0.5313246747010223|GOOD CUSTOMERS|200|1.0986122886681098
1048608|7267624|53.14|2|13.8551|20160903|247|3.9729299403316674|0.6758241758241759|0.13319490581771357|0.43456459721561486|AVERAGE CUSTOMERS|300|0.6931471805599453
1048608|7642382|1120.77|9|168.9911|20161216|351|7.021771228069277|0.9615384615384617|0.4222178620163244|0.7027388185899146|MOST VALUED CUSTOMERS|100|2.1972245773362196
1048608|8489290|54.99|1|7.7167|20160627|179|4.007151350519723|0.48901098901098905|0.0|0.4375746915975111|AVERAGE CUSTOMERS|300|0.0
1048608|4419693|1422.06|27|347.7365|20160830|243|7.259861803565867|0.6648351648351649|0.6333267930244865|0.7236811204923324|MOST VALUED CUSTOMERS|100|3.295836866004329
1048608|5697480|1018.89|10|228.9958|20161124|329|6.926469078426237|0.9010989010989012|0.44246389973173894|0.6943560995947962|MOST VALUED CUSTOMERS|100|2.302585092994046
1048608|8870680|24.04|1|12.559|20161211|346|3.179719109667007|0.9478021978021979|0.0|0.3647942560192043|AVERAGE CUSTOMERS|300|0.0
