DistrictId|PartnerId|TotalAmount|TranCount|NetMargin|MaxDateTran|MaxDateIndex|F1|F2|Segment|CentroidID|F1LOG|F0LOG
1048608|2787928|10.65|1|2.5715|20161010|284|0.29318130748396204|0.5004935043454073|LOWER RANGE CUSTOMERS|400|0.9444893862328338|2.365559892155434
1048608|7022946|1571.89|20|413.9021|20161219|354|0.7324922054818004|0.8478317782947897|MOST VALUED CUSTOMERS|100|6.025629472431112|7.360033995986111
1048608|4093773|1021.05|13|276.9268|20161123|328|0.6945423720875814|0.8203601863879049|MOST VALUED CUSTOMERS|100|5.623753211336734|6.92858678856207
1048608|8140021|63.99|1|15.3117|20160823|236|0.45090717760771204|0.6224535132074119|AVERAGE CUSTOMERS|300|2.728617242042174|4.158726821151369
1048608|8057468|6.5|1|2.447|20160429|120|0.24975067979982649|0.4971011124984703|LOWER RANGE CUSTOMERS|400|0.8948627844605347|1.8718021769015913
1048608|6044434|10.37|1|4.5496|20160803|216|0.29083781688538607|0.5394953473956571|LOWER RANGE CUSTOMERS|400|1.5150393170104528|2.3389170222414357
1048608|4229705|63.65|1|20.3949|20160816|229|0.450438574293693|0.6420496347986685|AVERAGE CUSTOMERS|300|3.0152848695949612|4.153399325003416
1048608|8282202|116.59|2|5.7596|20160729|211|0.5036772428235452|0.5556162053097892|AVERAGE CUSTOMERS|300|1.7508680278519784|4.7586635069452
1048608|3614129|52.46|2|8.5052|20160828|241|0.43343177122551285|0.5822629481054762|AVERAGE CUSTOMERS|300|2.140677741150409|3.9600509744387278
1048608|3360118|417.53|12|110.159|20161021|295|0.6158864119746073|0.7573455298459781|GOOD CUSTOMERS|200|4.701924776674041|6.034356397996796
1048608|9012419|63.89|1|34.7384|20161222|357|0.45076961206435834|0.6784546064439378|AVERAGE CUSTOMERS|300|3.547845703333216|4.157162854614252
1048608|6051278|60.99|1|12.86|20160720|202|0.4466836399244397|0.6105252898513642|AVERAGE CUSTOMERS|300|2.554121718809473|4.110709916308365
1048608|5326880|229.9|4|56.9418|20160913|257|0.56339999112632|0.7122362009820943|GOOD CUSTOMERS|200|4.042029693573629|5.437644431769136
1048608|7033082|677.1|15|131.4418|20161205|340|0.6584114853525549|0.7694203044609966|MOST VALUED CUSTOMERS|100|4.878564168096595|6.517818972491599
1048608|5822528|66.8|4|24.4186|20160614|166|0.45468734318936344|0.6543582547973354|AVERAGE CUSTOMERS|300|3.195345136981798|4.2017030805426
1048608|6588363|1197.38|17|307.6477|20161230|365|0.7085546835872887|0.8275516257648217|MOST VALUED CUSTOMERS|100|5.7289552971306|7.0878911154955695
1048608|8176208|38.99|1|7.7728|20160425|116|0.40733019403839005|0.5761074659226272|AVERAGE CUSTOMERS|300|2.050630459825716|3.663305202994506
1048608|7061097|14.62|1|4.9487|20160905|249|0.32104953062113645|0.5452432988909927|LOWER RANGE CUSTOMERS|400|1.5991249158256564|2.6823904543216326
1048608|7032879|471.84|4|170.6262|20161124|329|0.6266423982420213|0.7872557479933155|GOOD CUSTOMERS|200|5.139475198881526|6.156639945066966
1048608|7028442|1051.95|17|215.7067|20161228|363|0.69716479996047|0.8032819777964135|MOST VALUED CUSTOMERS|100|5.3739196145724195|6.958400863651029
1048608|5401513|207.21|3|32.5011|20161120|325|0.5542599848477616|0.673903871226396|GOOD CUSTOMERS|200|3.48127393491677|5.333732771768991
1048608|7969834|50.68|2|11.204|20160629|181|0.4303954465795287|0.6011020345478543|AVERAGE CUSTOMERS|300|2.416270857397862|3.925531355452938
1048608|6784458|37.99|1|8.4417|20160910|254|0.4050448124142615|0.5817506686255316|AVERAGE CUSTOMERS|300|2.133183710126166|3.6373229671995344
1048608|7615299|176.97|2|5.9418|20160701|183|0.540384167133545|0.5577451634281327|AVERAGE CUSTOMERS|300|1.782012117773175|5.175980226683094
1048608|6240469|205.86|2|33.729|20160722|204|0.5536850430705977|0.6764388762522774|GOOD CUSTOMERS|200|3.518358001435732|5.327196326098413
1048608|7748944|79.91|3|14.2244|20160701|183|0.47044948308410095|0.6174183447737533|AVERAGE CUSTOMERS|300|2.6549587998609616|4.380901001386372
1048608|3490537|42.66|1|7.2645|20160629|181|0.41524271383300365|0.5714843241981566|AVERAGE CUSTOMERS|300|1.9829994715292565|3.753261713043204
1048608|6541871|903.87|18|192.422|20161030|304|0.6838200129809824|0.795473491524225|MOST VALUED CUSTOMERS|100|5.259690876809047|6.806685544741467
1048608|5915887|27.72|1|10.3799|20160820|233|0.37732275749082905|0.5958794842000457|AVERAGE CUSTOMERS|300|2.3398712437799682|3.3221541743217022
1048608|7433831|67.46|2|15.1957|20160804|217|0.4555521378468634|0.6219336652345218|AVERAGE CUSTOMERS|300|2.7210124930931245|4.2115348296335045
1048608|7486549|263.64|10|87.2192|20161120|325|0.5754451592445207|0.7413838391413148|GOOD CUSTOMERS|200|4.468424490164346|5.574584536184519
1048608|4993041|488.8|8|87.3973|20160719|201|0.6297485489052059|0.741523283278685|GOOD CUSTOMERS|200|4.470464389735795|6.191953407857386
1048608|8027057|104.6|4|36.0535|20161013|287|0.4941318936979428|0.6809946820548815|AVERAGE CUSTOMERS|300|3.5850039463969243|4.650143551630823
1048608|5871164|110.69|5|28.0252|20161124|329|0.49910951118735936|0.6637752284500915|AVERAGE CUSTOMERS|300|3.33310410541804|4.706733501397532
1048608|5499692|268.06|5|61.4068|20161022|296|0.5769075984468458|0.7173966321299237|GOOD CUSTOMERS|200|4.117520578206526|5.591210836050351
1048608|6290164|132.98|2|18.7617|20160704|186|0.5152470018368843|0.6363439483749563|AVERAGE CUSTOMERS|300|2.931817557809372|4.890198740974308
1048608|7023344|648.44|2|126.8551|20161129|334|0.65460728620206|0.7669923067945217|MOST VALUED CUSTOMERS|100|4.843045490203589|6.474569478273373
1048608|3442316|9681.88|69|2366.0348|20161228|363|0.8924003877803599|0.9670036847872655|MOST VALUED CUSTOMERS|100|7.76897075279872|9.178011376289389
1048608|4873167|3040.95|60|772.0193|20161226|361|0.7905358375868656|0.8904450021744876|MOST VALUED CUSTOMERS|100|6.649009549712281|8.019925245582312
1048608|7839956|727.94|14|160.3952|20161009|283|0.6647797148540524|0.7830288494027828|MOST VALUED CUSTOMERS|100|5.077640769797615|6.5902186272177525
1048608|7947670|567.1|8|201.6541|20161222|357|0.6428177528034649|0.7986769665544768|MOST VALUED CUSTOMERS|100|5.306553853371544|6.340535655019982
1048608|2925191|2647.79|37|642.6641|20161208|343|0.7783583317165956|0.8779089478713622|MOST VALUED CUSTOMERS|100|6.465622192718472|7.881480608776129
1048608|7617629|13.05|1|2.7606|20160811|224|0.3110571397468964|0.5053441202457756|LOWER RANGE CUSTOMERS|400|1.0154480474073408|2.5687881337687024
1048608|4486384|332.86|2|74.0503|20161003|277|0.5959517868051525|0.7301949539036685|GOOD CUSTOMERS|200|4.304744592022279|5.80772198115858
1048608|2609686|150.61|1|6.5404|20160808|221|0.5261975038031443|0.5643066207410831|AVERAGE CUSTOMERS|300|1.8779983256782944|5.014693714223758
1048608|2450585|319.99|1|105.4017|20160724|206|0.5924833513738021|0.7543277820112001|GOOD CUSTOMERS|200|4.657778765009448|5.768289745305481
1048608|8810871|243.79|7|41.5609|20161221|356|0.5685599323746104|0.6907122209201106|GOOD CUSTOMERS|200|3.727159821434472|5.496307198978706
1048608|7027586|999.51|20|222.5563|20161014|288|0.6926669345375993|0.8054188927437524|MOST VALUED CUSTOMERS|100|5.405180103306531|6.907265158892907
1048608|7293319|212.73|8|53.339|20161217|352|0.5565725237947332|0.7077681688060793|GOOD CUSTOMERS|200|3.9766677709215856|5.360023755984015
1048608|7177490|47.27|3|17.9161|20161002|276|0.42426859031858427|0.6331914118350195|AVERAGE CUSTOMERS|300|2.8856997499325128|3.855875844805145
1048608|7354046|532.13|6|93.7087|20161228|363|0.6372193280635485|0.7462896805859434|GOOD CUSTOMERS|200|4.54019103445387|6.276887820392638
1048608|4518286|24.32|1|6.9585|20160815|228|0.36581282113715347|0.5685424865174847|LOWER RANGE CUSTOMERS|400|1.939963933877771|3.1912990570979662
1048608|8013203|792.11|21|171.707|20161228|363|0.6722106687540497|0.7876873855526728|MOST VALUED CUSTOMERS|100|5.145789535855166|6.674700271059146
1048608|3652068|1545.14|26|390.7281|20161223|358|0.7309824532745532|0.8438931384831433|MOST VALUED CUSTOMERS|100|5.9680119216656875|7.342869800113297
1048608|7025216|51.23|1|10.7128|20160505|126|0.43134487518266684|0.5980374231418047|AVERAGE CUSTOMERS|300|2.3714392881992192|3.936325297951111
1048608|3366985|28.99|1|2.8917|20160817|230|0.381263053953911|0.5085157088818827|LOWER RANGE CUSTOMERS|400|1.0618445644758951|3.3669509429335642
1048608|8448327|244.93|3|65.179|20161105|310|0.5689702854889841|0.7214719340737432|GOOD CUSTOMERS|200|4.177137331162236|5.50097245543491
1048608|5978420|52.49|2|2.2301|20160715|197|0.43348205768166553|0.4907563409179788|LOWER RANGE CUSTOMERS|400|0.8020464275159354|3.9606226752642084
1048608|8149819|104.15|5|29.022|20161230|365|0.4937526669958274|0.6661643561838171|AVERAGE CUSTOMERS|300|3.368054163068901|4.645832167706981
1048608|5856122|187.66|5|39.8823|20160915|259|0.5455431250811035|0.6878939978488604|GOOD CUSTOMERS|200|3.68593261644967|5.2346318148619035
1048608|7486692|11.06|1|2.7076|20160323|83|0.29650398260216276|0.5040189656467606|LOWER RANGE CUSTOMERS|400|0.9960626336523154|2.403334996094189
1048608|4880017|15.1|1|2.7899|20160815|228|0.3238909962357467|0.5060658274098058|LOWER RANGE CUSTOMERS|400|1.026005752897017|2.714694743820879
1048608|7032601|1420.94|29|309.4394|20161229|364|0.7236118172756973|0.8279485809829741|MOST VALUED CUSTOMERS|100|5.734762273276493|7.259073903419585
1048608|3900964|586.09|13|130.3303|20161223|358|0.6457149333810108|0.7688397938146505|MOST VALUED CUSTOMERS|100|4.8700719973891315|6.373473361402004
1048608|5657396|82.58|1|15.9906|20160409|100|0.4733404020692092|0.6254191580384502|AVERAGE CUSTOMERS|300|2.7720010495940333|4.413767520457944
1048608|5609490|12.0|1|2.1373|20161003|277|0.30367897554244283|0.48785090133903797|LOWER RANGE CUSTOMERS|400|0.759543350199628|2.4849066497880004
1048608|5711445|97.3|3|10.965|20160726|208|0.487768510080456|0.5996280596318078|AVERAGE CUSTOMERS|300|2.3947083818698514|4.577798989191959
1048608|3360321|1736.38|32|404.696|20161225|360|0.7412462555679169|0.8462941734630073|MOST VALUED CUSTOMERS|100|6.003136167968383|7.459557765275714
1048608|7642567|109.48|1|9.9478|20160311|71|0.49814269523572924|0.592972899942457|AVERAGE CUSTOMERS|300|2.2973514211954322|4.695741884172478
1048608|8793831|28.99|1|12.1417|20160725|207|0.381263053953911|0.6065963323642993|AVERAGE CUSTOMERS|300|2.496645808776583|3.3669509429335642
1048608|6805958|128.94|8|25.1625|20161120|325|0.5125333173275395|0.6564096647643569|AVERAGE CUSTOMERS|300|3.22535479096591|4.859347179882474
1048608|6109778|888.22|13|186.6022|20161215|350|0.6822837068177352|0.7933740841247212|MOST VALUED CUSTOMERS|100|5.228979078268716|6.789219460055513
1048608|8894552|200.37|6|49.4299|20161124|329|0.5513074419278087|0.7025652610172275|GOOD CUSTOMERS|200|3.900555504253904|5.300165657405654
1048608|114495|1475.66|18|397.9379|20161217|352|0.7269355143908358|0.8451430050949962|MOST VALUED CUSTOMERS|100|5.986295962959714|7.2968606263217275
1048608|7772565|931.05|10|101.6627|20161228|363|0.6864260242625271|0.7518587955709135|MOST VALUED CUSTOMERS|100|4.6216604707847|6.8363129815277714
1048608|8935711|23.5|1|3.745|20161205|340|0.3627959340244952|0.5261916055452901|LOWER RANGE CUSTOMERS|400|1.320421616969183|3.1570004211501135
1048608|8160167|11.49|1|6.6162|20160823|236|0.2998589380978451|0.5650943043511011|LOWER RANGE CUSTOMERS|400|1.8895211870105508|2.4414770918606643
1048608|8813413|33.78|3|8.1388|20160713|195|0.3947136252536064|0.5792527893797645|AVERAGE CUSTOMERS|300|2.096642748999611|3.519868911379654
1048608|6541954|122.37|3|6.9421|20161124|329|0.5079332225872288|0.5683811874070993|AVERAGE CUSTOMERS|300|1.9376043224064274|4.807049241997577
1048608|4811507|148.66|1|24.5461|20160811|224|0.5250512262684522|0.6547142544197089|GOOD CUSTOMERS|200|3.2005529821505587|5.001661819297148
1048608|8489366|39.48|1|11.4163|20160814|227|0.408428719883995|0.6023852094448227|AVERAGE CUSTOMERS|300|2.4350421587360485|3.675794214565281
1048608|2781204|601.77|18|127.5594|20161027|301|0.6480372329077881|0.7673707828484967|MOST VALUED CUSTOMERS|100|4.848582138461933|6.399875312504716
1048608|6882185|24.99|1|1.0|20160906|250|0.36820326602712034|0.4359297828946418|LOWER RANGE CUSTOMERS|400|0.0|3.218475744846861
1048608|3643887|185.95|2|40.8856|20160916|260|0.5447379453051293|0.6895923816135859|GOOD CUSTOMERS|200|3.710777922815052|5.225477820371079
1048608|6805537|2306.35|14|622.7247|20161222|357|0.766214733779047|0.8757544527379584|MOST VALUED CUSTOMERS|100|6.434104527062505|7.743421467282405
1048608|4765496|273.18|6|55.9128|20161226|361|0.5785717973737379|0.7109895938317662|GOOD CUSTOMERS|200|4.023793334271065|5.610130918574746
1048608|7010506|1102.71|12|235.6467|20161129|334|0.7013099039807338|0.8093258139723831|MOST VALUED CUSTOMERS|100|5.462333649452462|7.005526065373191
1048608|4242858|18.32|2|1.3665|20160429|120|0.34089342463136313|0.45727485923164257|LOWER RANGE CUSTOMERS|400|0.31225272638598567|2.9079933592459843
1048608|5593194|282.53|16|77.3486|20161221|356|0.5815319669622114|0.7331738655653524|GOOD CUSTOMERS|200|4.348322477307765|5.643784739638504
1048608|7678568|17.49|1|3.8517|20160625|177|0.33681526927451133|0.5281119957126195|LOWER RANGE CUSTOMERS|400|1.3485146092830107|2.8616292890305104
1048608|7293282|1484.84|32|364.0611|20161227|362|0.7274810099440825|0.8390608733914944|MOST VALUED CUSTOMERS|100|5.897321710693164|7.303062301324243
1048608|5979359|30.98|1|7.8965|20160803|216|0.3871027563532605|0.5771867868437084|AVERAGE CUSTOMERS|300|2.066419623327972|3.4333418349887226
1048608|7880182|708.85|16|170.0272|20161223|358|0.662442221437539|0.7870153471365993|MOST VALUED CUSTOMERS|100|5.135958424251627|6.563643938563641
1048608|8183473|38.98|1|4.8541|20160822|235|0.407307631670563|0.5439239005140435|AVERAGE CUSTOMERS|300|1.5798237086579192|3.6630486940794147
1048608|7642627|212.23|5|59.0344|20161210|345|0.5563655409467473|0.7147032964289639|GOOD CUSTOMERS|200|4.078120324845072|5.357670592247549
1048608|7839993|440.85|7|76.7669|20161113|318|0.6206668538687066|0.7326578339910361|GOOD CUSTOMERS|200|4.340773557667588|6.088704681533036
1048608|6588025|602.94|8|108.4678|20161011|285|0.6482080831858315|0.756287929209374|GOOD CUSTOMERS|200|4.68645335474079|6.401817689288922
1048608|6806147|161.01|7|70.4778|20161109|314|0.5320707951298564|0.7268148512694181|GOOD CUSTOMERS|200|4.255297766611796|5.081466474856847
1048608|2276817|70.99|1|10.7717|20160808|221|0.46003843552443635|0.5984122343771238|AVERAGE CUSTOMERS|300|2.376922324580101|4.262539022051294
1048608|4304315|15.49|1|1.0|20160829|242|0.3261339528304016|0.4359297828946418|LOWER RANGE CUSTOMERS|400|0.0|2.740194654428777
1048608|6176582|809.3|6|109.4732|20161229|364|0.6740991045709848|0.7569186316206653|MOST VALUED CUSTOMERS|100|4.695679770442219|6.696169676501656
1048608|3823466|419.73|10|111.4592|20161224|359|0.6163486605101633|0.7581476347846029|GOOD CUSTOMERS|200|4.713658604652865|6.039611647413304
1048608|3440046|4.28|1|2.2421|20160823|236|0.21299692172610166|0.4911231858638088|LOWER RANGE CUSTOMERS|400|0.8074129266882888|1.4539530095937054
1048608|6109718|50.99|1|23.4617|20160830|243|0.43093183874149416|0.6516255734572841|AVERAGE CUSTOMERS|300|3.1553693043680733|3.9316295350670645
1048608|3547242|160.13|3|17.8562|20160623|175|0.5315887346118664|0.6329624822964084|AVERAGE CUSTOMERS|300|2.882350786853019|5.075985985334385
1048608|7089020|50.99|1|13.5017|20160308|68|0.43093183874149416|0.6138539227080334|AVERAGE CUSTOMERS|300|2.602815603442306|3.9316295350670645
1048608|5253338|1207.43|10|237.8608|20161214|349|0.7092898743265337|0.8099650996928534|MOST VALUED CUSTOMERS|100|5.471685628616407|7.096249412831851
1048608|5145624|58.99|1|1.0|20160812|225|0.44375089983597765|0.4359297828946418|LOWER RANGE CUSTOMERS|400|0.0|4.077367938014984
1048608|7736166|182.14|6|49.4543|20161016|290|0.5429169925668634|0.7025989963034931|GOOD CUSTOMERS|200|3.9010490108099614|5.204775622139673
1048608|8013346|137.38|5|25.6842|20160229|60|0.5181102618808109|0.6578124615889239|GOOD CUSTOMERS|200|3.2458760168505574|4.922750808785736
1048608|5827958|449.02|9|133.1115|20161115|320|0.6222820300474459|0.7702831886265646|GOOD CUSTOMERS|200|4.891187122870801|6.107067430180069
1048608|8320195|75.08|1|16.7675|20160815|228|0.46496549746580496|0.6286621758247217|AVERAGE CUSTOMERS|300|2.819442488991755|4.3185542117183084
1048608|8177811|601.3|5|141.9696|20161104|309|0.6479685072049877|0.7746872308836037|MOST VALUED CUSTOMERS|100|4.955612950174859|6.3990939780455225
1048608|8176337|52.57|2|10.2932|20160809|222|0.43361601451774706|0.595306110844963|AVERAGE CUSTOMERS|300|2.3314834830366946|3.9621456148313565
1048608|8102666|21.57|1|3.3273|20160810|223|0.35525808159004674|0.5181075179564991|LOWER RANGE CUSTOMERS|400|1.2021611642966685|3.071303460401065
1048608|4220717|3.99|1|1.3736|20160806|219|0.20682553443656937|0.4576291129169637|LOWER RANGE CUSTOMERS|400|0.31743503060112865|1.3837912309017721
1048608|8868080|36.61|1|11.5031|20160805|218|0.4017901795026922|0.6029029831917372|AVERAGE CUSTOMERS|300|2.4426165642604203|3.600321427132145
1048608|7952582|124.71|1|33.4623|20160825|238|0.5095993317643277|0.6758962088661149|GOOD CUSTOMERS|200|3.5104194319888635|4.825991041932656
1048608|7377601|1000.6|18|183.0978|20161127|332|0.6927628050098504|0.7920781029353547|MOST VALUED CUSTOMERS|100|5.210020436316091|6.908355099054105
1048608|4398275|75.97|1|6.0881|20160702|184|0.4660020385247323|0.5594079066639407|AVERAGE CUSTOMERS|300|1.8063360461800682|4.33033852551513
1048608|4138768|26.7|1|4.7|20160830|243|0.37402510638147174|0.5417185786151659|LOWER RANGE CUSTOMERS|400|1.547562508716013|3.2846635654062037
1048608|6241611|379.83|3|68.7669|20161125|330|0.6075625849444606|0.7251349286486696|GOOD CUSTOMERS|200|4.23072252452016|5.939723784200272
1048608|3360261|306.17|5|60.4213|20160802|215|0.5886000109514258|0.7162906703988923|GOOD CUSTOMERS|200|4.101341691781346|5.72414050324408
1048608|7028382|1090.94|23|199.6373|20161223|358|0.7003660050351628|0.7979898536489651|MOST VALUED CUSTOMERS|100|5.2965022201661345|6.994794988903719
1048608|2849024|97.36|2|37.0511|20160131|31|0.48782273348122274|0.6828604608990695|AVERAGE CUSTOMERS|300|3.612298040910005|4.578415448679272
1048608|3360653|3209.3|43|544.1128|20161213|348|0.7952753427135029|0.866529635708678|MOST VALUED CUSTOMERS|100|6.299156578302469|8.073808123807837
1048608|7859366|706.72|12|125.8282|20161228|363|0.66217751726446|0.7664366898604464|MOST VALUED CUSTOMERS|100|4.834917484486857|6.560634547848216
1048608|7017290|133.5|4|29.892|20160909|253|0.5155902841928655|0.6681834373763451|GOOD CUSTOMERS|200|3.3975908860680435|4.894101477840304
1048608|6606239|1744.0|26|401.2378|20161211|346|0.7416314155944113|0.8457075291420153|MOST VALUED CUSTOMERS|100|5.994554268997561|7.463936604468925
1048608|7080988|69.98|2|13.6072|20160920|264|0.45877801834998205|0.6143859871374131|AVERAGE CUSTOMERS|300|2.610599064417745|4.248209486939542
1048608|6492906|1658.26|36|442.8868|20161227|362|0.7371971658446363|0.8524585940193009|MOST VALUED CUSTOMERS|100|6.09331420691762|7.413524138841274
1048608|7571996|72.48|1|7.8983|20160719|201|0.461865496290497|0.5772023672882519|AVERAGE CUSTOMERS|300|2.066647546442895|4.283310661734724
1048608|2300627|19.49|1|7.6983|20160620|172|0.3463388281477041|0.5754491112757179|LOWER RANGE CUSTOMERS|400|2.040999525263539|2.9699015135194693
1048608|6795490|2089.12|19|481.7866|20161123|328|0.75751350380538|0.858213481950431|MOST VALUED CUSTOMERS|100|6.177501277423722|7.644498203659729
1048608|8419276|38.86|1|7.4641|20160226|57|0.4070364308683852|0.5733372034865798|AVERAGE CUSTOMERS|300|2.01010486109731|3.659965443949294
1048608|5562706|53.48|1|9.2683|20160425|116|0.43512558566318993|0.5881364489464149|AVERAGE CUSTOMERS|300|2.226599975489496|3.9793077522337423
1048608|5319458|138.39|2|7.0547|20160725|207|0.5187545624328609|0.5694810551659432|AVERAGE CUSTOMERS|300|1.953694061367338|4.930075786237839
1048608|5401596|630.52|17|137.0232|20161217|352|0.6521422592460753|0.772263060072216|MOST VALUED CUSTOMERS|100|4.9201502545569|6.446544875758342
1048608|7441697|52.79|1|9.4422|20160816|229|0.43398334735814564|0.589407163966381|AVERAGE CUSTOMERS|300|2.2451890038527367|3.9663217788355247
1048608|8313772|11.99|1|2.4591|20160923|267|0.3036056454919336|0.4974382998877364|LOWER RANGE CUSTOMERS|400|0.8997954293449575|2.4840729690394228
1048608|7032398|239.16|5|50.2338|20161116|321|0.5668733625211725|0.7036680588662914|GOOD CUSTOMERS|200|3.9166881069012813|5.477132784012704
1048608|3060565|1219.1|9|286.2912|20161219|354|0.7101359335149682|0.8226335291611162|MOST VALUED CUSTOMERS|100|5.657009474642506|7.1058681605711005
1048608|8013369|107.96|1|30.6646|20160131|31|0.4969129265511736|0.6699278059548919|AVERAGE CUSTOMERS|300|3.423108894805687|4.681760788149804
1048608|5397497|123.67|5|47.1607|20161213|348|0.508862732193387|0.6993527894118444|GOOD CUSTOMERS|200|3.853560918646375|4.817616727753966
1048608|3562997|1423.62|16|328.4133|20161219|354|0.7237775590679361|0.8320166266839051|MOST VALUED CUSTOMERS|100|5.794272876149182|7.26095820242749
1048608|4475833|208.39|3|73.8065|20160705|187|0.554759466848175|0.7299695225799931|GOOD CUSTOMERS|200|4.301446803608733|5.339411324082998
1048608|4250040|58.98|1|7.4233|20160626|178|0.44373598767344447|0.5729625205960094|AVERAGE CUSTOMERS|300|2.004623702245328|4.07719840338713
1048608|5613386|47.98|1|1.0|20160717|199|0.4255799252046373|0.4359297828946418|LOWER RANGE CUSTOMERS|400|0.0|3.8707842574115485
1048608|6265504|53.97|2|15.8296|20160514|135|0.4359278267076583|0.6247274096659169|AVERAGE CUSTOMERS|300|2.761881605096093|3.9884283366305513
1048608|8419216|21.54|1|7.8778|20160125|25|0.3551356607066925|0.5770247129063475|LOWER RANGE CUSTOMERS|400|2.0640486770723547|3.0699116717282426
1048608|2214052|100.98|2|15.3833|20160131|31|0.4910338694788551|0.6227724228429588|AVERAGE CUSTOMERS|300|2.7332825054311667|4.6149224774307696
1048608|6772553|2.34|1|0.8066|20160820|233|0.15988685877217368|0.42123770401604316|LOWER RANGE CUSTOMERS|400|-0.2149273965428693|0.85015092936961
1048608|4504403|976.35|25|248.7236|20161229|364|0.6906048119299832|0.8130177512571759|MOST VALUED CUSTOMERS|100|5.51634223975318|6.883821128686506
1048608|7840099|274.13|4|65.5565|20161015|289|0.5788771508475894|0.7218667058536353|GOOD CUSTOMERS|200|4.18291236623943|5.613602446425789
1048608|8133380|8.8|1|1.444|20160502|123|0.27639793709094507|0.4610457998695142|LOWER RANGE CUSTOMERS|400|0.36741704047063445|2.174751721484161
1048608|5477176|763.16|11|95.9467|20161202|337|0.6689357151885433|0.7479030599502345|MOST VALUED CUSTOMERS|100|4.563792828949284|6.63746770785911
1048608|6871717|7.12|1|3.1692|20160224|55|0.25776426831822863|0.5147796992780218|LOWER RANGE CUSTOMERS|400|1.1534791901089498|1.9629077254238845
1048608|7804911|865.56|19|178.5516|20161219|354|0.6800105930695031|0.7903593829164295|MOST VALUED CUSTOMERS|100|5.184877635075637|6.763376696303581
1048608|6876214|24.95|2|5.0709|20160729|211|0.36806236188727065|0.5469107911450155|LOWER RANGE CUSTOMERS|400|1.6235183166421048|3.2168738221975275
1048608|3512715|204.91|7|42.1422|20161010|284|0.553278189746599|0.6916617040033246|GOOD CUSTOMERS|200|3.741049613942592|5.322570858348741
1048608|5678295|9.6|1|1.58|20160811|224|0.284051404776767|0.46719858362375505|LOWER RANGE CUSTOMERS|400|0.4574248470388755|2.2617630984737906
1048608|8871704|242.25|5|37.6053|20161229|364|0.5680025382726743|0.6838753741527841|GOOD CUSTOMERS|200|3.62714499790909|5.489970250770876
1048608|5188595|231.94|3|51.2127|20161118|323|0.5641770495171452|0.7049873365287724|GOOD CUSTOMERS|200|3.9359875481619224|5.446478717528557
1048608|7032564|1883.68|43|371.7553|20161229|364|0.7484083334625882|0.8404905285853644|MOST VALUED CUSTOMERS|100|5.918235842131709|7.540982589329887
1048608|5326903|39.0|1|5.8821|20161224|359|0.40735275062025267|0.5570548620465132|AVERAGE CUSTOMERS|300|1.771913841007349|3.6635616461296463
1048608|7416579|48.3|4|10.0943|20160814|227|0.4261646179466527|0.5939722637195219|AVERAGE CUSTOMERS|300|2.3119709081025364|3.877431560658527
1048608|6693701|155.97|2|19.9358|20160905|249|0.5292734407718918|0.640493268702033|AVERAGE CUSTOMERS|300|2.992517110451992|5.049663681063734
1048608|3384274|96.22|4|26.9807|20160722|204|0.48678672909674037|0.6611788210074088|AVERAGE CUSTOMERS|300|3.2951217955875918|4.5666372362713075
1048608|5856265|131.79|5|37.1041|20161205|340|0.5144563353754978|0.6829581746763497|GOOD CUSTOMERS|200|3.613727475636754|4.881209746655798
1048608|7591910|24.59|1|5.4617|20161222|357|0.3667839630991777|0.5519858355780626|LOWER RANGE CUSTOMERS|400|1.6977600966071629|3.202339856228101
1048608|5711505|108.35|3|26.2632|20161108|313|0.49723010282099445|0.6593363536346788|AVERAGE CUSTOMERS|300|3.268168719790206|4.685366727982368
1048608|6057504|19.47|2|3.2967|20160311|71|0.3462485207573367|0.5174759418944942|LOWER RANGE CUSTOMERS|400|1.192921968138851|2.968874819384108
1048608|3486123|720.81|8|138.4818|20161001|275|0.6639139263913338|0.772986882858602|MOST VALUED CUSTOMERS|100|4.930738909050374|6.58037557967181
1048608|2488713|91.33|1|32.4828|20160108|8|0.4821989506341038|0.6738653706884016|AVERAGE CUSTOMERS|300|3.4807107184744277|4.514479320703588
1048608|6230316|302.39|10|53.1721|20160720|202|0.5875072977528057|0.707553937324559|GOOD CUSTOMERS|200|3.973533822692669|5.711717574975525
1048608|7028465|2399.62|23|660.9041|20161128|333|0.7697018137276497|0.8798220620518351|MOST VALUED CUSTOMERS|100|6.493608746118838|7.783065670466658
1048608|8106284|434.13|7|99.6111|20161208|343|0.6193157401831597|0.750465183321867|GOOD CUSTOMERS|200|4.601273604164065|6.073344028418011
1048608|4487655|33.48|2|5.6178|20160822|235|0.39392896893072216|0.5539121756049147|AVERAGE CUSTOMERS|300|1.7259401281907614|3.5109482456212744
1048608|6588340|374.65|9|126.6264|20160930|274|0.606354768164725|0.7668689561329901|GOOD CUSTOMERS|200|4.841241018776237|5.92599225681032
1048608|4920492|142.44|3|22.1173|20161019|293|0.5212917573997664|0.6475918030508874|AVERAGE CUSTOMERS|300|3.096360107721204|4.958920858409577
1048608|5849587|96.72|2|18.7543|20160406|97|0.48724261998197416|0.6363169811245942|AVERAGE CUSTOMERS|300|2.931423059456884|4.571820206306537
1048608|5499715|512.6|11|113.3227|20161211|346|0.6339303499658433|0.7592810772451258|GOOD CUSTOMERS|200|4.730239501010983|6.239495813929971
